period,timeInPeriod,timeRemaining,homeTeamDefendingSide,event,sortOrder,period,periodType,xCoord,yCoord,zoneCode,reason,shotType,goalieInNetId,awaySOG,homeSOG,secondaryReason,typeCode,descKey,duration,awayScore,homeScore,gameId,seasonId,gameDate,gameType,venue,elapsedTime,normalized_xCoord,eventTeam,is_home,event_player1_Id,event_player2_Id,event_player3_Id,home_skaters,away_skaters,game_strength,home_skater_id1,home_skater_id2,home_skater_id3,home_skater_id4,home_skater_id5,home_skater_id6,away_skater_id1,away_skater_id2,away_skater_id3,away_skater_id4,away_skater_id5,away_skater_id6,home_skater_fullName1,home_skater_fullName2,home_skater_fullName3,home_skater_fullName4,home_skater_fullName5,home_skater_fullName6,away_skater_fullName1,away_skater_fullName2,away_skater_fullName3,away_skater_fullName4,away_skater_fullName5,away_skater_fullName6,home_goalie_id,away_goalie_id,home_goalie_fullName,away_goalie_fullName
1,00:59,19:01,right,shot-on-goal,25,1,REG,-76.0,9.0,O,,backhand,8478470.0,0.0,4.0,,,,,0.0,0.0,2023020138,20232024,2023-10-30,2,T-Mobile Arena,59,176.0,VGK,1.0,8476539.0,,,5,5,5v5,8475188.0,8478403.0,8477447.0,8477964.0,8476539.0,,8476875.0,8480018.0,8481540.0,8480192.0,8477497.0,,Brayden McNabb,Jack Eichel,Shea Theodore,Ivan Barbashev,Jonathan Marchessault,,Mike Matheson,Nick Suzuki,Cole Caufield,Johnathan Kovacevic,Sean Monahan,,8478499.0,8478470.0,Adin Hill,Sam Montembeault
1,01:32,18:28,right,shot-on-goal,29,1,REG,49.0,-22.0,O,,wrist,8478499.0,1.0,4.0,,,,,0.0,0.0,2023020138,20232024,2023-10-30,2,T-Mobile Arena,92,51.0,MTL,0.0,8480018.0,,,5,5,5v5,8475188.0,8478403.0,8477447.0,8477964.0,8476539.0,,8480018.0,8481540.0,8481093.0,8480887.0,8482964.0,,Brayden McNabb,Jack Eichel,Shea Theodore,Ivan Barbashev,Jonathan Marchessault,,Nick Suzuki,Cole Caufield,Rafael Harvey-Pinard,Jordan Harris,Arber Xhekaj,,8478499.0,8478470.0,Adin Hill,Sam Montembeault
1,01:34,18:26,right,hit,30,1,REG,60.0,3.0,D,,,,1.0,4.0,,,,,0.0,0.0,2023020138,20232024,2023-10-30,2,T-Mobile Arena,94,40.0,VGK,1.0,8475188.0,8480018.0,,5,5,5v5,8475188.0,8478403.0,8477447.0,8477964.0,8476539.0,,8480018.0,8481540.0,8481093.0,8480887.0,8482964.0,,Brayden McNabb,Jack Eichel,Shea Theodore,Ivan Barbashev,Jonathan Marchessault,,Nick Suzuki,Cole Caufield,Rafael Harvey-Pinard,Jordan Harris,Arber Xhekaj,,8478499.0,8478470.0,Adin Hill,Sam Montembeault
1,01:46,18:14,right,missed-shot,34,1,REG,-40.0,3.0,O,wide-left,snap,8478470.0,1.0,4.0,,,,,0.0,0.0,2023020138,20232024,2023-10-30,2,T-Mobile Arena,106,140.0,VGK,1.0,8479980.0,,,5,5,5v5,8481527.0,8479980.0,8477964.0,8476448.0,8476539.0,,8481618.0,8481540.0,8481093.0,8480887.0,8482964.0,,Kaedan Korczak,Nicolas Hague,Ivan Barbashev,William Karlsson,Jonathan Marchessault,,Alex Newhook,Cole Caufield,Rafael Harvey-Pinard,Jordan Harris,Arber Xhekaj,,8478499.0,8478470.0,Adin Hill,Sam Montembeault
1,01:55,18:05,right,shot-on-goal,36,1,REG,-36.0,-19.0,O,,wrist,8478470.0,1.0,5.0,,,,,0.0,0.0,2023020138,20232024,2023-10-30,2,T-Mobile Arena,115,136.0,VGK,1.0,8476539.0,,,5,5,5v5,8481527.0,8479980.0,8481604.0,8476448.0,8476539.0,,8481618.0,8481540.0,8481093.0,8480887.0,8482964.0,,Kaedan Korczak,Nicolas Hague,Pavel Dorofeyev,William Karlsson,Jonathan Marchessault,,Alex Newhook,Cole Caufield,Rafael Harvey-Pinard,Jordan Harris,Arber Xhekaj,,8478499.0,8478470.0,Adin Hill,Sam Montembeault
1,02:10,17:50,right,takeaway,40,1,REG,-21.0,-21.0,N,,,,1.0,5.0,,,,,0.0,0.0,2023020138,20232024,2023-10-30,2,T-Mobile Arena,130,121.0,VGK,1.0,8481604.0,,,5,5,5v5,8481527.0,8479980.0,8481604.0,8478020.0,8476448.0,,8481618.0,8476981.0,8483515.0,8480887.0,8482964.0,,Kaedan Korczak,Nicolas Hague,Pavel Dorofeyev,Michael Amadio,William Karlsson,,Alex Newhook,Josh Anderson,Juraj Slafkovsky,Jordan Harris,Arber Xhekaj,,8478499.0,8478470.0,Adin Hill,Sam Montembeault
1,03:00,17:00,right,giveaway,50,1,REG,60.0,34.0,D,,,,1.0,5.0,,,,,0.0,0.0,2023020138,20232024,2023-10-30,2,T-Mobile Arena,180,40.0,VGK,1.0,8479353.0,,,5,5,5v5,8479980.0,8479353.0,8474166.0,8477478.0,8478434.0,,8482087.0,8476469.0,8482111.0,8479543.0,8478133.0,,Nicolas Hague,Brett Howden,Alec Martinez,William Carrier,Keegan Kolesar,,Kaiden Guhle,Joel Armia,Justin Barron,Michael Pezzetta,Jake Evans,,8478499.0,8478470.0,Adin Hill,Sam Montembeault
1,03:01,16:59,right,missed-shot,51,1,REG,40.0,10.0,O,wide-right,wrist,8478499.0,1.0,5.0,,,,,0.0,0.0,2023020138,20232024,2023-10-30,2,T-Mobile Arena,181,60.0,MTL,0.0,8482087.0,,,5,5,5v5,8479980.0,8479353.0,8474166.0,8477478.0,8478434.0,,8482087.0,8476469.0,8482111.0,8479543.0,8478133.0,,Nicolas Hague,Brett Howden,Alec Martinez,William Carrier,Keegan Kolesar,,Kaiden Guhle,Joel Armia,Justin Barron,Michael Pezzetta,Jake Evans,,8478499.0,8478470.0,Adin Hill,Sam Montembeault
1,03:10,16:50,right,blocked-shot,52,1,REG,77.0,-8.0,D,,,,1.0,5.0,,,,,0.0,0.0,2023020138,20232024,2023-10-30,2,T-Mobile Arena,190,23.0,VGK,1.0,8476469.0,8479980.0,,5,5,5v5,8479980.0,8479353.0,8474166.0,8477478.0,8478434.0,,8482087.0,8476469.0,8482111.0,8479543.0,8478133.0,,Nicolas Hague,Brett Howden,Alec Martinez,William Carrier,Keegan Kolesar,,Kaiden Guhle,Joel Armia,Justin Barron,Michael Pezzetta,Jake Evans,,8478499.0,8478470.0,Adin Hill,Sam Montembeault
1,03:21,16:39,right,blocked-shot,53,1,REG,84.0,-5.0,D,,,,1.0,5.0,,,,,0.0,0.0,2023020138,20232024,2023-10-30,2,T-Mobile Arena,201,16.0,VGK,1.0,8479543.0,8479980.0,,5,5,5v5,8479980.0,8479353.0,8474166.0,8477478.0,8478434.0,,8482087.0,8476469.0,8482111.0,8479543.0,8478133.0,,Nicolas Hague,Brett Howden,Alec Martinez,William Carrier,Keegan Kolesar,,Kaiden Guhle,Joel Armia,Justin Barron,Michael Pezzetta,Jake Evans,,8478499.0,8478470.0,Adin Hill,Sam Montembeault
1,03:30,16:30,right,hit,55,1,REG,-5.0,-39.0,N,,,,1.0,5.0,,,,,0.0,0.0,2023020138,20232024,2023-10-30,2,T-Mobile Arena,210,105.0,MTL,0.0,8482111.0,8478434.0,,5,5,5v5,8475188.0,8479353.0,8474166.0,8477478.0,8478434.0,,8482087.0,8476469.0,8482111.0,8479543.0,8478133.0,,Brayden McNabb,Brett Howden,Alec Martinez,William Carrier,Keegan Kolesar,,Kaiden Guhle,Joel Armia,Justin Barron,Michael Pezzetta,Jake Evans,,8478499.0,8478470.0,Adin Hill,Sam Montembeault
1,03:33,16:27,right,stoppage,56,1,REG,,,,icing,,,1.0,5.0,,,,,0.0,0.0,2023020138,20232024,2023-10-30,2,T-Mobile Arena,213,,,,,,,5,5,5v5,8475188.0,8476905.0,8477447.0,8481032.0,8475913.0,,8482087.0,8476469.0,8482111.0,8479543.0,8478133.0,,Brayden McNabb,Chandler Stephenson,Shea Theodore,Paul Cotter,Mark Stone,,Kaiden Guhle,Joel Armia,Justin Barron,Michael Pezzetta,Jake Evans,,8478499.0,8478470.0,Adin Hill,Sam Montembeault
1,03:33,16:27,right,faceoff,58,1,REG,-69.0,-22.0,D,,,,1.0,5.0,,,,,0.0,0.0,2023020138,20232024,2023-10-30,2,T-Mobile Arena,213,169.0,MTL,0.0,8478133.0,8476905.0,,5,5,5v5,8475188.0,8476905.0,8477447.0,8481032.0,8475913.0,,8482087.0,8476469.0,8482111.0,8479543.0,8478133.0,,Brayden McNabb,Chandler Stephenson,Shea Theodore,Paul Cotter,Mark Stone,,Kaiden Guhle,Joel Armia,Justin Barron,Michael Pezzetta,Jake Evans,,8478499.0,8478470.0,Adin Hill,Sam Montembeault
1,04:47,15:13,right,takeaway,68,1,REG,95.0,1.0,D,,,,1.0,5.0,,,,,0.0,0.0,2023020138,20232024,2023-10-30,2,T-Mobile Arena,287,5.0,VGK,1.0,8478499.0,,,5,5,5v5,8478403.0,8474166.0,8477447.0,8477964.0,8476539.0,,8480018.0,8481540.0,8480192.0,8481093.0,8480887.0,,Jack Eichel,Alec Martinez,Shea Theodore,Ivan Barbashev,Jonathan Marchessault,,Nick Suzuki,Cole Caufield,Johnathan Kovacevic,Rafael Harvey-Pinard,Jordan Harris,,8478499.0,8478470.0,Adin Hill,Sam Montembeault
1,04:53,15:07,right,blocked-shot,69,1,REG,32.0,-36.0,D,,,,1.0,5.0,,,,,0.0,0.0,2023020138,20232024,2023-10-30,2,T-Mobile Arena,293,68.0,VGK,1.0,8480192.0,8477964.0,,5,5,5v5,8478403.0,8474166.0,8477447.0,8477964.0,8476539.0,,8480018.0,8481540.0,8480192.0,8481093.0,8480887.0,,Jack Eichel,Alec Martinez,Shea Theodore,Ivan Barbashev,Jonathan Marchessault,,Nick Suzuki,Cole Caufield,Johnathan Kovacevic,Rafael Harvey-Pinard,Jordan Harris,,8478499.0,8478470.0,Adin Hill,Sam Montembeault
1,04:57,15:03,right,blocked-shot,71,1,REG,83.0,1.0,D,,,,1.0,5.0,,,,,0.0,0.0,2023020138,20232024,2023-10-30,2,T-Mobile Arena,297,17.0,VGK,1.0,8481540.0,8477447.0,,5,5,5v5,8478403.0,8474166.0,8477447.0,8477964.0,8476539.0,,8480018.0,8482087.0,8481540.0,8481093.0,8480887.0,,Jack Eichel,Alec Martinez,Shea Theodore,Ivan Barbashev,Jonathan Marchessault,,Nick Suzuki,Kaiden Guhle,Cole Caufield,Rafael Harvey-Pinard,Jordan Harris,,8478499.0,8478470.0,Adin Hill,Sam Montembeault
1,05:07,14:53,right,shot-on-goal,72,1,REG,36.0,-20.0,O,,wrist,8478499.0,2.0,5.0,,,,,0.0,0.0,2023020138,20232024,2023-10-30,2,T-Mobile Arena,307,64.0,MTL,0.0,8482087.0,,,5,5,5v5,8478403.0,8474166.0,8477447.0,8477964.0,8476539.0,,8480018.0,8482087.0,8481540.0,8481093.0,8480887.0,,Jack Eichel,Alec Martinez,Shea Theodore,Ivan Barbashev,Jonathan Marchessault,,Nick Suzuki,Kaiden Guhle,Cole Caufield,Rafael Harvey-Pinard,Jordan Harris,,8478499.0,8478470.0,Adin Hill,Sam Montembeault
1,05:08,14:52,right,hit,73,1,REG,89.0,-34.0,D,,,,2.0,5.0,,,,,0.0,0.0,2023020138,20232024,2023-10-30,2,T-Mobile Arena,308,11.0,VGK,1.0,8474166.0,8480018.0,,5,5,5v5,8478403.0,8474166.0,8477447.0,8477964.0,8476539.0,,8480018.0,8482087.0,8481540.0,8481093.0,8480887.0,,Jack Eichel,Alec Martinez,Shea Theodore,Ivan Barbashev,Jonathan Marchessault,,Nick Suzuki,Kaiden Guhle,Cole Caufield,Rafael Harvey-Pinard,Jordan Harris,,8478499.0,8478470.0,Adin Hill,Sam Montembeault
1,05:16,14:44,right,shot-on-goal,74,1,REG,77.0,-26.0,O,,wrist,8478499.0,3.0,5.0,,,,,0.0,0.0,2023020138,20232024,2023-10-30,2,T-Mobile Arena,316,23.0,MTL,0.0,8480018.0,,,5,5,5v5,8478403.0,8474166.0,8477447.0,8477964.0,8476539.0,,8480018.0,8482087.0,8481540.0,8481093.0,8480887.0,,Jack Eichel,Alec Martinez,Shea Theodore,Ivan Barbashev,Jonathan Marchessault,,Nick Suzuki,Kaiden Guhle,Cole Caufield,Rafael Harvey-Pinard,Jordan Harris,,8478499.0,8478470.0,Adin Hill,Sam Montembeault
1,05:27,14:33,right,giveaway,75,1,REG,94.0,21.0,O,,,,3.0,5.0,,,,,0.0,0.0,2023020138,20232024,2023-10-30,2,T-Mobile Arena,327,6.0,MTL,0.0,8480018.0,,,5,5,5v5,8478403.0,8474166.0,8477447.0,8477964.0,8476539.0,,8480018.0,8482087.0,8481540.0,8481093.0,8480887.0,,Jack Eichel,Alec Martinez,Shea Theodore,Ivan Barbashev,Jonathan Marchessault,,Nick Suzuki,Kaiden Guhle,Cole Caufield,Rafael Harvey-Pinard,Jordan Harris,,8478499.0,8478470.0,Adin Hill,Sam Montembeault
1,05:43,14:17,right,blocked-shot,76,1,REG,52.0,4.0,D,,,,3.0,5.0,,,,,0.0,0.0,2023020138,20232024,2023-10-30,2,T-Mobile Arena,343,48.0,VGK,1.0,8480887.0,8478403.0,,5,5,5v5,8478403.0,8474166.0,8477447.0,8477964.0,8476539.0,,8480018.0,8482087.0,8481540.0,8481093.0,8480887.0,,Jack Eichel,Alec Martinez,Shea Theodore,Ivan Barbashev,Jonathan Marchessault,,Nick Suzuki,Kaiden Guhle,Cole Caufield,Rafael Harvey-Pinard,Jordan Harris,,8478499.0,8478470.0,Adin Hill,Sam Montembeault
1,06:15,13:45,right,shot-on-goal,83,1,REG,-83.0,-6.0,O,,snap,8478470.0,3.0,6.0,,,,,0.0,0.0,2023020138,20232024,2023-10-30,2,T-Mobile Arena,375,183.0,VGK,1.0,8476448.0,,,5,5,5v5,8475188.0,8474565.0,8481604.0,8478020.0,8476448.0,,8481618.0,8476981.0,8483515.0,8482087.0,8480887.0,,Brayden McNabb,Alex Pietrangelo,Pavel Dorofeyev,Michael Amadio,William Karlsson,,Alex Newhook,Josh Anderson,Juraj Slafkovsky,Kaiden Guhle,Jordan Harris,,8478499.0,8478470.0,Adin Hill,Sam Montembeault
1,06:17,13:43,right,stoppage,84,1,REG,,,,goalie-stopped-after-sog,,,3.0,6.0,tv-timeout,,,,0.0,0.0,2023020138,20232024,2023-10-30,2,T-Mobile Arena,377,,,,,,,5,5,5v5,8474565.0,8479980.0,8481604.0,8478020.0,8476448.0,,8476875.0,8476469.0,8482111.0,8479543.0,8478133.0,,Alex Pietrangelo,Nicolas Hague,Pavel Dorofeyev,Michael Amadio,William Karlsson,,Mike Matheson,Joel Armia,Justin Barron,Michael Pezzetta,Jake Evans,,8478499.0,8478470.0,Adin Hill,Sam Montembeault
1,06:17,13:43,right,faceoff,87,1,REG,-69.0,-22.0,O,,,,3.0,6.0,,,,,0.0,0.0,2023020138,20232024,2023-10-30,2,T-Mobile Arena,377,169.0,VGK,1.0,8478020.0,8478133.0,,5,5,5v5,8474565.0,8479980.0,8481604.0,8478020.0,8476448.0,,8476875.0,8476469.0,8482111.0,8479543.0,8478133.0,,Alex Pietrangelo,Nicolas Hague,Pavel Dorofeyev,Michael Amadio,William Karlsson,,Mike Matheson,Joel Armia,Justin Barron,Michael Pezzetta,Jake Evans,,8478499.0,8478470.0,Adin Hill,Sam Montembeault
1,06:21,13:39,right,blocked-shot,88,1,REG,-58.0,-4.0,D,,,,3.0,6.0,,,,,0.0,0.0,2023020138,20232024,2023-10-30,2,T-Mobile Arena,381,158.0,MTL,0.0,8481604.0,8478133.0,,5,5,5v5,8474565.0,8479980.0,8481604.0,8478020.0,8476448.0,,8476875.0,8476469.0,8482111.0,8479543.0,8478133.0,,Alex Pietrangelo,Nicolas Hague,Pavel Dorofeyev,Michael Amadio,William Karlsson,,Mike Matheson,Joel Armia,Justin Barron,Michael Pezzetta,Jake Evans,,8478499.0,8478470.0,Adin Hill,Sam Montembeault
1,06:36,13:24,right,stoppage,90,1,REG,,,,puck-in-benches,,,3.0,6.0,,,,,0.0,0.0,2023020138,20232024,2023-10-30,2,T-Mobile Arena,396,,,,,,,5,5,5v5,8481527.0,8479980.0,8479353.0,8477478.0,8478434.0,,8481618.0,8476981.0,8483515.0,8480887.0,8482964.0,,Kaedan Korczak,Nicolas Hague,Brett Howden,William Carrier,Keegan Kolesar,,Alex Newhook,Josh Anderson,Juraj Slafkovsky,Jordan Harris,Arber Xhekaj,,8478499.0,8478470.0,Adin Hill,Sam Montembeault
1,06:36,13:24,right,faceoff,93,1,REG,20.0,22.0,N,,,,3.0,6.0,,,,,0.0,0.0,2023020138,20232024,2023-10-30,2,T-Mobile Arena,396,80.0,MTL,0.0,8481618.0,8479353.0,,5,5,5v5,8481527.0,8479980.0,8479353.0,8477478.0,8478434.0,,8481618.0,8476981.0,8483515.0,8480887.0,8482964.0,,Kaedan Korczak,Nicolas Hague,Brett Howden,William Carrier,Keegan Kolesar,,Alex Newhook,Josh Anderson,Juraj Slafkovsky,Jordan Harris,Arber Xhekaj,,8478499.0,8478470.0,Adin Hill,Sam Montembeault
1,06:46,13:14,right,giveaway,94,1,REG,22.0,42.0,N,,,,3.0,6.0,,,,,0.0,0.0,2023020138,20232024,2023-10-30,2,T-Mobile Arena,406,78.0,VGK,1.0,8478434.0,,,5,5,5v5,8481527.0,8479980.0,8479353.0,8477478.0,8478434.0,,8481618.0,8476981.0,8483515.0,8480887.0,8482964.0,,Kaedan Korczak,Nicolas Hague,Brett Howden,William Carrier,Keegan Kolesar,,Alex Newhook,Josh Anderson,Juraj Slafkovsky,Jordan Harris,Arber Xhekaj,,8478499.0,8478470.0,Adin Hill,Sam Montembeault
1,07:00,13:00,right,giveaway,95,1,REG,53.0,38.0,O,,,,3.0,6.0,,,,,0.0,0.0,2023020138,20232024,2023-10-30,2,T-Mobile Arena,420,47.0,MTL,0.0,8483515.0,,,5,5,5v5,8481527.0,8479980.0,8479353.0,8477478.0,8478434.0,,8481618.0,8476981.0,8483515.0,8480887.0,8482964.0,,Kaedan Korczak,Nicolas Hague,Brett Howden,William Carrier,Keegan Kolesar,,Alex Newhook,Josh Anderson,Juraj Slafkovsky,Jordan Harris,Arber Xhekaj,,8478499.0,8478470.0,Adin Hill,Sam Montembeault
1,07:03,12:57,right,stoppage,96,1,REG,,,,icing,,,3.0,6.0,,,,,0.0,0.0,2023020138,20232024,2023-10-30,2,T-Mobile Arena,423,,,,,,,5,5,5v5,8481527.0,8479980.0,8479353.0,8477478.0,8478434.0,,8480018.0,8481540.0,8481093.0,8480887.0,8482964.0,,Kaedan Korczak,Nicolas Hague,Brett Howden,William Carrier,Keegan Kolesar,,Nick Suzuki,Cole Caufield,Rafael Harvey-Pinard,Jordan Harris,Arber Xhekaj,,8478499.0,8478470.0,Adin Hill,Sam Montembeault
1,07:03,12:57,right,faceoff,98,1,REG,69.0,-22.0,D,,,,3.0,6.0,,,,,0.0,0.0,2023020138,20232024,2023-10-30,2,T-Mobile Arena,423,31.0,VGK,1.0,8479353.0,8480018.0,,5,5,5v5,8481527.0,8479980.0,8479353.0,8477478.0,8478434.0,,8480018.0,8481540.0,8481093.0,8480887.0,8482964.0,,Kaedan Korczak,Nicolas Hague,Brett Howden,William Carrier,Keegan Kolesar,,Nick Suzuki,Cole Caufield,Rafael Harvey-Pinard,Jordan Harris,Arber Xhekaj,,8478499.0,8478470.0,Adin Hill,Sam Montembeault
1,07:22,12:38,right,hit,100,1,REG,90.0,-33.0,O,,,,3.0,6.0,,,,,0.0,0.0,2023020138,20232024,2023-10-30,2,T-Mobile Arena,442,10.0,MTL,0.0,8481093.0,8481527.0,,5,5,5v5,8481527.0,8479980.0,8479353.0,8477478.0,8475913.0,,8480018.0,8481540.0,8481093.0,8480887.0,8482964.0,,Kaedan Korczak,Nicolas Hague,Brett Howden,William Carrier,Mark Stone,,Nick Suzuki,Cole Caufield,Rafael Harvey-Pinard,Jordan Harris,Arber Xhekaj,,8478499.0,8478470.0,Adin Hill,Sam Montembeault
1,07:26,12:34,right,shot-on-goal,101,1,REG,61.0,-18.0,O,,snap,8478499.0,4.0,6.0,,,,,0.0,0.0,2023020138,20232024,2023-10-30,2,T-Mobile Arena,446,39.0,MTL,0.0,8480887.0,,,5,5,5v5,8481527.0,8479980.0,8479353.0,8477478.0,8475913.0,,8480018.0,8481540.0,8481093.0,8480887.0,8482964.0,,Kaedan Korczak,Nicolas Hague,Brett Howden,William Carrier,Mark Stone,,Nick Suzuki,Cole Caufield,Rafael Harvey-Pinard,Jordan Harris,Arber Xhekaj,,8478499.0,8478470.0,Adin Hill,Sam Montembeault
